property_id,city,state,county,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,last_sale_price,assessed_value,owner_occupied,avm_value_modelA,avm_value_modelB,assessment_ratio,assessment_flag,avm_residual_pct
P-100781,Philadelphia,PA,Philadelphia,Townhouse,7,4.0,788,9656,2017,331944.18,332605.86,True,338771.98,311253.75,0.998,Within band,-2.06
P-100782,Detroit,MI,Wayne,Multi Family,2,4.0,2296,5866,1960,395547.08,345957.22,False,376701.76,435805.69,1.1433,Under-assessed,4.76
P-100783,Louisville,KY,Jefferson,Townhouse,3,3.5,3720,4055,1982,460307.64,493797.97,True,487280.44,334218.7,0.9322,Within band,-5.86
P-100785,Tucson,AZ,Pima,Single Family,5,1.0,5290,16015,2020,731725.1,792057.76,False,753133.53,570173.72,0.9238,Within band,-2.93
P-100786,Dallas,TX,Dallas,Single Family,5,1.5,4389,13456,2017,407765.86,344894.72,False,377380.39,463240.53,1.1823,Under-assessed,7.45
P-100788,Bronx,NY,Bronx,Condo,7,4.5,6150,12621,1990,2101480.31,2241518.35,False,2186428.86,2016006.81,0.9375,Within band,-4.04
P-100791,St. Louis,MO,St. Louis,Single Family,3,3.5,1035,6778,1979,829325.78,826033.03,False,818765.73,587268.5,1.004,Within band,1.27
P-100792,Baltimore,MD,Baltimore,Condo,2,1.0,1429,3820,2015,1153326.03,943381.58,True,1096145.16,999531.2,1.2225,Under-assessed,4.96
P-100793,Kansas City,MO,Jackson,Townhouse,1,4.5,4593,11693,2017,520897.88,538500.25,False,535898.65,568565.0,0.9673,Within band,-2.88
P-100794,Reno,NV,Washoe,Single Family,5,4.0,2859,9320,1948,152675.49,122695.28,True,150910.5,310539.77,1.2443,Under-assessed,1.16
P-100795,Minneapolis,MN,Hennepin,Single Family,3,4.5,1141,4730,1979,833804.54,898379.81,False,821314.1,610092.12,0.9281,Within band,1.5
P-100796,Wichita,KS,Sedgwick,Townhouse,6,3.5,4914,7463,2005,651926.68,636889.26,False,669600.54,628979.31,1.0236,Within band,-2.71
P-100797,Saint Paul,MN,Ramsey,Multi Family,1,3.0,2710,4454,1938,552910.98,572286.6,False,591768.01,525112.66,0.9661,Within band,-7.03
P-100798,Columbus,OH,Franklin,Condo,2,4.5,6030,7116,2019,364886.46,298138.11,True,342240.08,546167.42,1.2239,Under-assessed,6.21
P-100799,Tampa,FL,Hillsborough,Multi Family,5,2.5,3920,10966,1950,343444.72,357649.2,True,366072.94,438439.41,0.9603,Within band,-6.59
P-100800,Miami,FL,Miami-Dade,Single Family,7,2.0,1020,1054,1980,258506.99,229406.06,False,262997.94,274850.38,1.1269,Under-assessed,-1.74
P-100802,Brooklyn,NY,Kings,Condo,1,4.5,5568,9234,2008,1315275.92,1388466.99,True,1349201.96,1736224.88,0.9473,Within band,-2.58
P-100803,Billings,MT,Yellowstone,Townhouse,2,2.5,4378,6814,2010,241070.88,197105.44,True,242852.49,427551.42,1.2231,Under-assessed,-0.74
P-100804,Las Vegas,NV,Clark,Condo,6,3.0,6409,9845,1980,631821.7,535127.26,False,593854.74,632408.57,1.1807,Under-assessed,6.01
P-100805,Arlington,VA,Arlington,Multi Family,6,3.5,5241,16707,1943,308926.44,262356.93,True,308819.94,514045.73,1.1775,Under-assessed,0.03
P-100806,Scottsdale,AZ,Maricopa,Multi Family,1,1.0,5773,11683,2011,387511.14,353374.19,True,382319.24,475346.84,1.0966,Within band,1.34
P-100808,Baton Rouge,LA,East Baton Rouge,Townhouse,5,2.5,3181,12862,1948,470431.64,502164.12,True,522748.95,420768.09,0.9368,Within band,-11.12
P-100810,New Orleans,LA,Orleans,Multi Family,5,3.5,2051,10981,2003,276200.52,256548.89,True,279665.81,412930.41,1.0766,Within band,-1.25
P-100811,Hempstead,NY,Nassau,Single Family,3,1.5,2965,8035,1989,2559250.35,2100061.8,True,2536710.62,1760627.77,1.2187,Under-assessed,0.88
P-100812,Atlanta,GA,Fulton,Condo,4,5.0,1600,9484,2005,599205.48,494332.79,True,590925.92,600877.08,1.2121,Under-assessed,1.38
P-100813,Omaha,NE,Douglas,Condo,2,4.5,5773,11530,1923,385341.01,399906.74,False,397779.71,582922.37,0.9636,Within band,-3.23
P-100814,Omaha,NE,Douglas,Single Family,5,4.5,3772,9051,2002,407719.23,330625.17,False,355405.42,569181.48,1.2332,Under-assessed,12.83
P-100815,Billings,MT,Yellowstone,Single Family,2,1.5,5471,13999,1991,717577.62,603289.82,False,636466.81,493359.23,1.1894,Under-assessed,11.3
P-100816,Omaha,NE,Douglas,Condo,1,1.5,1049,5967,2005,871980.84,879629.88,False,861466.2,594932.18,0.9913,Within band,1.21
P-100817,Irvine,CA,Orange,Condo,3,2.0,6431,7955,1937,3290801.47,3224537.17,False,3355982.62,2854101.71,1.0206,Within band,-1.98
P-100818,Decatur,GA,DeKalb,Condo,3,5.0,5034,6339,2023,675994.83,717291.44,True,711551.11,605918.53,0.9424,Within band,-5.26
P-100819,Lakewood,CO,Jefferson,Single Family,1,1.5,5419,5484,1933,1369682.85,1288552.34,True,1322304.65,903416.98,1.063,Within band,3.46
P-100820,Charlotte,NC,Mecklenburg,Single Family,6,1.0,4452,8030,2013,672365.97,686726.7,False,697253.74,619877.87,0.9791,Within band,-3.7
P-100821,Lexington,KY,Fayette,Townhouse,6,4.0,2176,10823,1957,388528.94,424318.85,True,416185.91,350255.47,0.9157,Within band,-7.12
P-100822,Raleigh,NC,Wake,Condo,6,2.0,5323,8343,2002,572559.21,500779.77,True,553272.91,498094.24,1.1433,Under-assessed,3.37
P-100823,Brooklyn,NY,Kings,Single Family,7,1.0,3986,5738,1963,1079317.01,911047.46,False,1023046.05,1305844.81,1.1847,Under-assessed,5.21
P-100824,Charleston,SC,Charleston,Condo,4,3.5,2140,13049,2004,309359.44,335575.46,True,327511.2,373443.22,0.9219,Within band,-5.87
P-100825,Kansas City,MO,Jackson,Single Family,3,3.0,2050,9032,2018,130738.74,134502.71,False,139558.9,278430.38,0.972,Within band,-6.75
P-100826,Chicago,IL,Cook,Single Family,2,1.0,2520,13091,1982,419973.69,400196.84,True,420286.42,478233.9,1.0494,Within band,-0.07
P-100828,Austin,TX,Travis,Multi Family,5,3.5,611,8492,1944,266150.06,237379.62,True,263717.14,300455.06,1.1212,Under-assessed,0.91
P-100829,Tulsa,OK,Tulsa,Condo,3,1.0,3353,9200,1980,711962.69,640786.89,False,722321.17,469491.24,1.1111,Under-assessed,-1.45
P-100830,Tucson,AZ,Pima,Single Family,1,5.0,4214,15984,1937,292171.08,252886.09,True,290529.54,412776.37,1.1553,Under-assessed,0.56
P-100831,Boise,ID,Ada,Townhouse,1,1.5,2650,12452,1988,702205.83,612578.38,False,603822.63,318172.37,1.1463,Under-assessed,14.01
P-100832,Waukegan,IL,Lake,Townhouse,3,1.0,4098,15507,1964,849030.77,794443.82,False,807678.69,600441.9,1.0687,Within band,4.87
P-100833,Lawrenceville,GA,Gwinnett,Condo,7,2.5,2219,4391,1957,479466.99,448224.97,False,486639.13,575420.72,1.0697,Within band,-1.5
P-100834,Saint Paul,MN,Ramsey,Townhouse,1,5.0,2034,13247,1973,204649.05,173391.01,True,196948.05,264140.32,1.1803,Under-assessed,3.76
P-100835,Fort Wayne,IN,Allen,Condo,6,2.5,4278,11239,1942,596540.03,556883.68,False,588980.95,452176.28,1.0712,Within band,1.27
P-100836,Denver,CO,Denver,Single Family,1,2.5,6336,15077,1934,972077.82,1042844.98,True,1125667.86,802843.38,0.9321,Within band,-15.8
P-100837,Tucson,AZ,Pima,Single Family,2,5.0,5124,6493,1963,529559.18,464898.66,True,514210.85,541599.96,1.1391,Under-assessed,2.9
P-100838,Brooklyn,NY,Kings,Multi Family,6,5.0,1256,6529,1978,952135.64,1045278.85,False,990885.41,804668.65,0.9109,Within band,-4.07
P-100839,San Antonio,TX,Bexar,Townhouse,1,1.5,6235,9354,1981,863409.15,804432.88,False,840270.51,675526.18,1.0733,Within band,2.68
P-100840,Knoxville,TN,Knox,Condo,7,3.0,2736,5345,1930,545704.68,534847.61,True,583521.75,539072.33,1.0203,Within band,-6.93
P-100841,Everett,WA,Snohomish,Multi Family,4,1.0,961,10778,1926,458526.55,488669.09,True,483214.79,502403.04,0.9383,Within band,-5.38
P-100842,Tacoma,WA,Pierce,Multi Family,2,3.0,4791,8524,1961,1577177.2,1435015.48,True,1523829.95,2232878.97,1.0991,Within band,3.38
P-100843,Albuquerque,NM,Bernalillo,Townhouse,5,4.5,5663,11480,2020,899018.0,887617.95,True,893819.15,615003.03,1.0128,Within band,0.58
P-100844,Tampa,FL,Hillsborough,Condo,6,1.0,2743,12992,2013,321756.07,319546.64,True,322323.93,403752.42,1.0069,Within band,-0.18
P-100845,Columbia,SC,Richland,Single Family,6,4.0,5671,16777,1957,686271.9,666662.45,True,701923.79,737313.2,1.0294,Within band,-2.28
P-100846,Charlotte,NC,Mecklenburg,Multi Family,2,1.5,3136,7262,1930,480332.92,502721.75,True,509787.85,496870.58,0.9555,Within band,-6.13
P-100847,Denver,CO,Denver,Townhouse,3,5.0,6196,9259,1957,530006.47,568924.78,True,562534.14,638172.59,0.9316,Within band,-6.14
P-100848,Cambridge,MA,Middlesex,Townhouse,2,5.0,6313,14520,1986,994286.62,894326.38,False,999010.63,1469624.32,1.1118,Under-assessed,-0.48
P-100850,St. Louis,MO,St. Louis,Single Family,6,2.5,4635,8186,1937,435895.72,479412.53,True,471383.61,550416.7,0.9092,Within band,-8.14
P-100851,Wichita,KS,Sedgwick,Condo,7,4.0,5126,16927,1987,815622.64,875532.79,True,829399.58,690850.81,0.9316,Within band,-1.69
P-100852,Jacksonville,FL,Duval,Single Family,3,3.0,5483,7444,2012,828190.74,881761.75,False,838781.18,733319.84,0.9392,Within band,-1.28
P-100853,San Jose,CA,Santa Clara,Condo,6,3.0,1491,10325,1957,1138824.47,1092094.58,False,1129382.61,1086172.56,1.0428,Within band,0.83
P-100856,Columbus,OH,Franklin,Single Family,4,2.0,6210,13675,1929,369895.01,319536.04,True,333703.5,680216.41,1.1576,Under-assessed,9.78
P-100857,Cambridge,MA,Middlesex,Single Family,4,5.0,5876,8212,1999,1093118.77,1147137.92,True,1226727.85,1165944.78,0.9529,Within band,-12.22
P-100858,Austin,TX,Travis,Condo,6,5.0,1718,8393,1925,285329.38,260303.36,True,290268.9,321182.96,1.0961,Within band,-1.73
P-100859,Boston,MA,Suffolk,Single Family,6,4.5,2690,12240,2023,955083.17,935365.58,False,946243.57,1202432.63,1.0211,Within band,0.93
P-100860,Cincinnati,OH,Hamilton,Condo,7,3.5,5345,11638,2001,862509.41,728026.56,True,818438.87,719467.33,1.1847,Under-assessed,5.11
P-100861,Lawrenceville,GA,Gwinnett,Condo,3,2.0,4121,10743,1992,556682.03,513453.29,True,554819.18,473237.57,1.0842,Within band,0.33
P-100862,Pittsburgh,PA,Allegheny,Condo,5,2.5,3268,14247,2004,589872.08,586956.27,True,598581.2,550109.41,1.005,Within band,-1.48
P-100863,Memphis,TN,Shelby,Multi Family,3,1.0,5099,7511,1971,580599.46,559320.56,False,576673.21,650650.17,1.038,Within band,0.68
P-100864,Lexington,KY,Fayette,Condo,1,5.0,4547,11525,1932,644169.06,685837.82,True,728358.86,608401.7,0.9392,Within band,-13.07
P-100867,Philadelphia,PA,Philadelphia,Single Family,1,3.5,2406,12850,1955,330694.78,308271.98,False,322176.97,322151.95,1.0727,Within band,2.58
P-100868,Brooklyn,NY,Kings,Single Family,5,1.5,4631,16509,2000,2969318.39,3197739.2,False,3057186.77,1843280.32,0.9286,Within band,-2.96
P-100869,Dallas,TX,Dallas,Single Family,2,1.5,1686,6833,1965,677636.75,583299.94,True,657354.54,565886.95,1.1617,Under-assessed,2.99
P-100870,Hempstead,NY,Nassau,Condo,7,4.0,2549,10958,2005,1419155.61,1346387.59,True,1416202.03,1758041.88,1.054,Within band,0.21
P-100871,Denver,CO,Denver,Townhouse,3,1.0,1753,8234,1957,912322.35,755726.66,True,808349.66,691206.62,1.2072,Under-assessed,11.4
P-100872,Troy,MI,Oakland,Single Family,6,5.0,1995,5053,1929,130930.55,129846.28,False,135592.28,222923.42,1.0084,Within band,-3.56
P-100873,Albuquerque,NM,Bernalillo,Townhouse,5,3.5,4624,16604,2007,593065.39,609293.76,False,613711.38,643990.26,0.9734,Within band,-3.48
P-100874,Las Vegas,NV,Clark,Single Family,4,5.0,6491,16921,1974,434169.49,406413.95,False,427413.99,521150.66,1.0683,Within band,1.56
P-100875,Manhattan,NY,New York,Single Family,2,2.5,5754,11476,1961,2505343.26,2749978.1,False,2546142.83,1898850.88,0.911,Within band,-1.63
P-100876,Eugene,OR,Lane,Condo,6,2.0,1195,10544,1937,692871.05,755697.11,True,748351.65,686644.38,0.9169,Within band,-8.01
P-100877,Saint Paul,MN,Ramsey,Single Family,1,3.5,877,10792,2008,689116.7,725315.43,False,742790.6,502588.72,0.9501,Within band,-7.79
P-100878,Denver,CO,Denver,Condo,5,1.5,5902,7278,1956,716135.25,690145.07,False,758983.48,754845.75,1.0377,Within band,-5.98
P-100879,Atlanta,GA,Fulton,Single Family,1,4.5,2851,9084,2019,180833.65,148110.78,False,167670.38,498015.34,1.2209,Under-assessed,7.28
P-100880,Detroit,MI,Wayne,Single Family,6,2.0,1660,6904,1986,569907.33,625905.04,False,621506.1,554936.25,0.9105,Within band,-9.05
P-100881,Grand Rapids,MI,Kent,Single Family,6,3.5,3796,10037,2013,603240.54,565230.74,True,591335.66,526987.31,1.0672,Within band,1.97
P-100882,Atlanta,GA,Fulton,Multi Family,4,4.0,2206,4505,1965,764645.37,679195.61,True,727052.83,647204.18,1.1258,Under-assessed,4.92
P-100883,Seattle,WA,King,Townhouse,1,3.5,3916,6609,1953,692801.19,744622.12,False,731038.62,1421954.35,0.9304,Within band,-5.52
P-100885,Charleston,SC,Charleston,Single Family,7,3.0,2743,6416,1920,271444.44,267903.2,False,281247.96,459328.55,1.0132,Within band,-3.61
P-100886,Baltimore,MD,Baltimore,Townhouse,5,2.5,2804,3421,1931,1306275.38,1199630.05,True,1251470.23,934272.7,1.0889,Within band,4.2
P-100887,Waukegan,IL,Lake,Single Family,6,5.0,1397,5298,2022,452475.06,405053.9,False,453646.07,378084.9,1.1171,Under-assessed,-0.26
P-100888,Fort Lauderdale,FL,Broward,Multi Family,5,5.0,1599,13003,1995,528502.38,432337.51,True,497145.52,376958.64,1.2224,Under-assessed,5.93
P-100889,Jacksonville,FL,Duval,Multi Family,2,2.0,3310,12442,2023,832056.43,772519.07,True,797044.3,605029.82,1.0771,Within band,4.21
P-100890,Salt Lake City,UT,Salt Lake,Townhouse,5,3.5,6083,10664,1989,613094.47,598684.52,False,633423.11,535363.35,1.0241,Within band,-3.32
P-100891,Jacksonville,FL,Duval,Townhouse,1,2.0,651,1296,1925,241635.65,220311.56,False,241706.5,280377.54,1.0968,Within band,-0.03
P-100892,Henderson,NV,Clark,Single Family,5,2.5,5788,16159,1974,553325.92,555870.38,False,572364.29,514801.85,0.9954,Within band,-3.44
P-100893,Baton Rouge,LA,East Baton Rouge,Condo,4,4.5,5820,13046,2012,860576.85,795159.1,False,819548.32,629248.53,1.0823,Within band,4.77
P-100894,Everett,WA,Snohomish,Condo,7,1.5,1695,4814,1928,835201.03,704044.22,True,827883.18,851213.88,1.1863,Under-assessed,0.88
P-100896,Durham,NC,Durham,Townhouse,1,3.5,1766,11901,1931,518523.97,547801.78,True,536241.53,455538.33,0.9466,Within band,-3.42
P-100897,Indianapolis,IN,Marion,Single Family,6,2.5,2224,9480,2020,679411.6,732228.03,True,783635.58,527976.07,0.9279,Within band,-15.34
P-100898,Queens,NY,Queens,Multi Family,7,3.5,5984,15571,1929,2403090.41,2321243.36,False,2556359.96,2400038.53,1.0353,Within band,-6.38
P-100899,Lexington,KY,Fayette,Multi Family,1,4.5,5880,13466,2014,700054.81,606009.31,True,671944.34,662077.58,1.1552,Under-assessed,4.02
P-100900,Lexington,KY,Fayette,Townhouse,4,1.0,2130,11485,1942,463310.53,378353.86,False,429435.91,337510.16,1.2245,Under-assessed,7.31
P-100901,Waukegan,IL,Lake,Condo,2,2.0,1822,2282,2023,646672.09,543472.85,True,590824.81,380598.7,1.1899,Under-assessed,8.64
P-100902,Durham,NC,Durham,Single Family,5,5.0,4744,14065,1976,392464.08,395602.18,True,418099.0,540579.56,0.9921,Within band,-6.53
P-100903,Scottsdale,AZ,Maricopa,Single Family,2,1.0,2878,7827,1950,839584.84,692324.15,True,745340.35,362719.74,1.2127,Under-assessed,11.23
P-100904,Memphis,TN,Shelby,Single Family,7,2.0,5866,15322,1941,727792.0,787869.96,True,755544.56,529185.71,0.9237,Within band,-3.81
P-100905,Tacoma,WA,Pierce,Single Family,5,4.0,4451,5805,1946,2544659.26,2106669.37,True,2497402.81,2198211.23,1.2079,Under-assessed,1.86
P-100908,Kansas City,MO,Jackson,Single Family,1,3.0,786,9934,2007,427931.29,360396.61,True,394671.17,519394.5,1.1874,Under-assessed,7.77
P-100909,Queens,NY,Queens,Townhouse,2,3.5,3466,15288,1968,3010920.49,3140809.74,False,3061790.28,2424106.45,0.9586,Within band,-1.69
P-100910,New Orleans,LA,Orleans,Single Family,3,2.5,4072,9954,1990,374778.37,343375.92,False,371657.5,453496.96,1.0915,Within band,0.83
P-100912,Dallas,TX,Dallas,Single Family,3,3.5,2738,5336,2007,612753.09,530981.85,True,572509.97,540648.39,1.154,Under-assessed,6.57
P-100913,Wichita,KS,Sedgwick,Single Family,3,4.0,3125,13330,1928,409292.64,410569.85,False,424648.15,457918.92,0.9969,Within band,-3.75
P-100914,Baltimore,MD,Baltimore,Single Family,5,1.0,1570,9994,1935,346476.47,360969.24,True,362446.3,484768.21,0.9599,Within band,-4.61
P-100915,Tacoma,WA,Pierce,Single Family,5,1.5,6090,12090,1977,777576.57,629171.9,True,703588.5,942289.33,1.2359,Under-assessed,9.52
P-100916,Chicago,IL,Cook,Single Family,6,2.5,3320,4625,1926,754137.78,685010.75,True,736330.45,645322.1,1.1009,Under-assessed,2.36
P-100917,Atlanta,GA,Fulton,Townhouse,5,5.0,6140,11961,1977,452208.55,442643.47,True,457354.79,457731.63,1.0216,Within band,-1.14
P-100918,Tulsa,OK,Tulsa,Multi Family,4,2.0,1246,7033,1994,169978.15,178342.42,True,177919.56,261552.64,0.9531,Within band,-4.67
P-100919,Grand Rapids,MI,Kent,Townhouse,1,1.5,1554,2382,1977,579041.14,544418.87,True,592896.9,460928.59,1.0636,Within band,-2.39
P-100921,Tulsa,OK,Tulsa,Single Family,5,4.5,6212,8182,1973,418132.57,428574.19,True,435622.77,525710.86,0.9756,Within band,-4.18
P-100922,Everett,WA,Snohomish,Single Family,7,3.5,4179,7177,1946,2697752.29,2700232.74,False,2824074.51,1745541.12,0.9991,Within band,-4.68
P-100923,Houston,TX,Harris,Single Family,1,2.5,4427,5262,1985,479378.6,504917.62,False,498300.05,556997.96,0.9494,Within band,-3.95
P-100924,San Antonio,TX,Bexar,Condo,3,5.0,5478,13743,2019,576076.1,615960.18,False,607717.22,555449.5,0.9352,Within band,-5.49
P-100925,Denver,CO,Denver,Condo,3,5.0,1732,4365,2017,444291.47,473184.81,False,469608.72,574506.47,0.9389,Within band,-5.7
P-100926,Houston,TX,Harris,Single Family,4,4.5,3223,10977,2005,193083.71,164883.64,True,195504.39,519477.9,1.171,Under-assessed,-1.25
P-100927,Boise,ID,Ada,Townhouse,3,2.0,5514,16498,1974,556557.35,470363.93,False,536757.75,636035.11,1.1832,Under-assessed,3.56
P-100928,Seattle,WA,King,Single Family,7,4.0,1521,7330,1974,584264.64,579998.36,True,615976.79,813678.92,1.0074,Within band,-5.43
P-100929,Reno,NV,Washoe,Multi Family,2,3.0,5842,6582,1997,842457.13,835630.03,False,855681.98,612015.91,1.0082,Within band,-1.57
P-100930,Minneapolis,MN,Hennepin,Single Family,1,2.0,5194,10732,1933,421029.46,460761.12,True,475187.22,497761.7,0.9138,Within band,-12.86
P-100931,Provo,UT,Utah,Condo,3,5.0,3877,12604,2009,511410.85,415432.53,True,461549.14,564859.87,1.231,Under-assessed,9.75
P-100932,Lexington,KY,Fayette,Condo,1,2.5,1525,11134,2016,895492.4,812501.87,False,862288.37,564747.72,1.1021,Under-assessed,3.71
P-100933,Rockville,MD,Montgomery,Condo,3,5.0,4786,6332,1971,698940.86,705999.83,True,787364.45,686355.52,0.99,Within band,-12.65
P-100934,Wichita,KS,Sedgwick,Condo,3,1.0,5246,12068,1971,779199.79,799990.13,False,800119.5,500731.83,0.974,Within band,-2.68
P-100936,Decatur,GA,DeKalb,Condo,5,2.5,6325,15856,1970,663253.85,618221.56,False,678966.27,611323.1,1.0728,Within band,-2.37
P-100937,Baton Rouge,LA,East Baton Rouge,Single Family,6,2.0,1079,12342,2019,492650.24,430536.38,True,487974.98,492690.08,1.1443,Under-assessed,0.95
P-100938,San Francisco,CA,San Francisco,Condo,7,4.0,2296,9197,1960,1208086.25,1201182.7,True,1219712.14,1452872.41,1.0057,Within band,-0.96
P-100940,Arlington,VA,Arlington,Single Family,7,3.0,3178,10118,1966,888035.16,800985.53,True,860979.17,1271648.25,1.1087,Under-assessed,3.05
P-100941,Lawrenceville,GA,Gwinnett,Townhouse,3,4.0,3723,5866,2001,263773.78,237647.57,True,252349.88,372392.59,1.1099,Under-assessed,4.33
P-100942,San Diego,CA,San Diego,Single Family,3,2.0,4302,11317,1981,2566546.37,2292400.41,True,2477837.3,1642561.46,1.1196,Under-assessed,3.46
P-100943,San Francisco,CA,San Francisco,Condo,7,3.0,4969,13440,2001,1634147.03,1310317.57,True,1535088.82,2226659.72,1.2471,Under-assessed,6.06
P-100944,Fort Wayne,IN,Allen,Townhouse,4,1.0,2838,10147,1937,895488.5,929300.8,True,886057.14,584659.25,0.9636,Within band,1.05
P-100945,San Diego,CA,San Diego,Townhouse,2,4.0,3432,14842,1995,2674963.5,2743891.14,True,2716226.87,2390437.0,0.9749,Within band,-1.54
P-100946,Lakewood,CO,Jefferson,Condo,3,3.0,3565,7961,1926,337722.64,295959.66,True,336463.48,529791.39,1.1411,Under-assessed,0.37
P-100947,Irvine,CA,Orange,Single Family,3,5.0,5636,17612,1982,2530624.9,2581318.25,False,2546700.3,1956534.61,0.9804,Within band,-0.64
P-100948,Denver,CO,Denver,Condo,5,4.0,6212,8992,1929,1377287.1,1396934.15,False,1351238.99,741318.31,0.9859,Within band,1.89
P-100949,Raleigh,NC,Wake,Condo,3,5.0,4720,7092,1954,606820.59,545718.14,False,596219.89,569270.81,1.112,Under-assessed,1.75
P-100950,Cambridge,MA,Middlesex,Single Family,7,4.0,3429,6251,1955,1225012.94,1331164.54,True,1293235.15,1700399.55,0.9203,Within band,-5.57
P-100951,Columbus,OH,Franklin,Condo,1,1.0,5857,17100,2003,709408.38,722041.59,True,720251.34,705490.54,0.9825,Within band,-1.53
P-100952,Raleigh,NC,Wake,Townhouse,5,5.0,1869,13183,1996,167518.28,158199.62,True,176716.13,292190.86,1.0589,Within band,-5.49
P-100953,Raleigh,NC,Wake,Townhouse,5,4.0,6420,10559,1942,328883.7,345160.97,True,337424.5,462855.81,0.9528,Within band,-2.6
P-100954,Queens,NY,Queens,Townhouse,2,2.0,4835,13267,1926,2620656.58,2823068.0,True,2778343.83,2344321.0,0.9283,Within band,-6.02
P-100955,Dallas,TX,Dallas,Single Family,5,5.0,6143,14021,2011,421262.39,406232.72,True,427445.95,434861.42,1.037,Within band,-1.47
P-100956,Indianapolis,IN,Marion,Townhouse,5,1.0,4553,9080,1973,730769.93,772324.7,True,775256.31,728851.23,0.9462,Within band,-6.09
P-100957,Fort Worth,TX,Tarrant,Single Family,1,3.5,2885,8282,2015,578894.51,607970.84,True,598476.23,559043.62,0.9522,Within band,-3.38
P-100958,Detroit,MI,Wayne,Multi Family,3,3.0,1308,12923,1931,669182.13,733446.68,True,704746.96,567655.42,0.9124,Within band,-5.31
P-100959,Baton Rouge,LA,East Baton Rouge,Condo,7,2.5,4121,10997,1990,277795.63,233972.82,True,283853.79,452462.0,1.1873,Under-assessed,-2.18
